id,v0,angle,x0,y0,k,flight_time
0,79.32038698870103,29.27059989509298,2.807406275105709,7.73479354842421,0.009636829269878997,5.387755102040816
1,87.70734536043021,63.59005189605499,-4.691155054151647,6.087325275969407,0.01652913187855756,7.5102040816326525
2,90.0254959779622,67.84408086855967,-1.122101065641552,7.9290142197679705,0.027207180253601547,6.857142857142857
3,42.428814422144825,67.41703200380294,-0.36614325268904313,6.4385781224879075,0.039648130874308386,4.73469387755102
4,42.13553506744899,43.102575409832156,4.916469152117909,1.3005435103419125,0.029215767210353166,3.591836734693877
5,76.50487849130305,25.359412979890923,1.552607188234565,4.558604669510906,0.030410750851521402,3.591836734693877
6,48.69329962468053,41.739022991360955,-3.9908793492855086,8.982687267000298,0.023446180351693328,4.571428571428571
7,13.708663270877512,66.0938094382085,3.67903161368446,5.996701595332451,0.011967686738393922,2.7755102040816326
8,71.40359039901097,57.2010488373797,-3.7394917213733256,6.882871746216933,0.01597816779054329,6.693877551020408
9,75.77920940532874,54.00252226799019,-4.396923577761084,2.413582168460417,0.04171937068101041,4.897959183673469
10,74.1876809949,23.2018387848142,2.2761541772922644,4.8381495585901195,0.03951186815990822,3.1020408163265305
11,79.20889687667936,16.34513223821154,-2.006410729140317,9.032855812727247,0.016715441339199357,3.4285714285714284
12,66.34059409008711,72.54628798122947,-4.64007280839296,4.5185880497737,0.006369808438061703,8.0
13,83.36359975684559,32.03034764378788,-2.1375768151588215,9.126757121117631,0.025848418415675423,4.571428571428571
14,46.172826013826736,64.80086093897317,-4.318057619460992,8.103279115095518,0.01761300694376588,5.877551020408163
15,59.99044004799309,39.31807536822214,-0.9402561343821407,6.820174268783288,0.01170481688222743,5.387755102040816
16,80.27729362943815,34.068309422980654,-4.679001000503783,8.621189784385983,0.03139749341245004,4.571428571428571
17,62.68080437841196,31.323779999289318,-3.563414651031036,8.639977040392935,0.02536665849607402,4.081632653061225
18,11.213695635809419,19.26781061301434,-2.2911857328316234,7.92961770884383,0.013666374729125342,1.6326530612244896
19,10.459597404401947,41.85704477733995,0.0779889691511233,5.77968517133482,0.016814224708409257,1.9591836734693877
20,34.37225654597874,60.06904587546244,-0.5107925138312508,4.159813311231492,0.005452382043860006,5.387755102040816
21,68.72076680525677,41.664821025908225,-0.5699601804127141,4.689451722887846,0.007884293466050034,6.367346938775509
22,86.84284172338545,63.51151557441818,2.439735399324271,3.5218692064166435,0.018181277791877122,7.183673469387754
23,75.65578209126662,72.77764145089517,0.6038139595356569,3.4796877111475935,0.014797630852722371,7.673469387755102
24,53.53065947002522,42.19730622176069,-2.9669526097802725,4.952675307295422,0.03974418984531124,3.9183673469387754
25,77.0721288818484,41.50514108547341,4.129298903772259,3.1001641617392868,0.01199340962181317,6.040816326530612
26,25.763983966744163,30.750208046685522,-0.7510098155699492,5.460232198492297,0.02520839096220041,2.6122448979591835
27,56.964055233902386,70.47453744544777,1.891320532698085,1.728382665065539,0.015384039457622385,6.530612244897958
28,80.93994947826184,37.96437425179571,-0.8252214883898121,5.387215223332863,0.005893615730444363,7.020408163265306
29,14.240212014340482,46.99584817207659,-2.2736983268467146,8.76973823964023,0.02693541553569879,2.6122448979591835
30,32.42753065218783,18.352549201038123,-4.13525139780874,2.454385606438601,0.01806240453671954,1.9591836734693877
31,26.850291577893117,39.89339977670972,0.7428780919890006,8.985120238784482,0.0052447319738183435,3.7551020408163263
32,95.58192178144083,50.35495921642538,0.7977690747538402,6.612169885203846,0.04472420604208405,5.224489795918367
33,61.41878614992091,44.8008689328439,-2.1912405730445803,6.484727632357659,0.011066904666936083,6.040816326530612
34,62.85732518202928,67.89530246776583,-4.4727677187348105,4.989681599844458,0.010664644239655723,7.5102040816326525
